Consumer,Promotion,Opened Email,Clicked Email Link,Created Account,Paid for Membership
916,10% off,N,N,N,N
917,Free Month,N,N,N,N
918,10% off,N,N,N,N
919,Free Month,N,N,N,N
920,10% off,N,N,N,N
921,Free Month,Y,Y,N,N
922,10% off,N,N,N,N
923,Free Month,N,N,N,N
924,10% off,N,N,N,N
925,Free Month,Y,N,N,N
926,10% off,N,N,N,N
927,Free Month,Y,N,N,N
928,10% off,N,N,N,N
929,Free Month,Y,N,N,N
930,10% off,N,N,N,N
931,Free Month,N,N,N,N
932,10% off,Y,Y,N,N
933,Free Month,N,N,N,N
934,10% off,Y,N,N,N
935,Free Month,N,N,N,N
936,10% off,N,N,N,N
937,Free Month,N,N,N,N
938,10% off,N,N,N,N
939,Free Month,Y,N,N,N
940,10% off,N,N,N,N
941,Free Month,N,N,N,N
942,10% off,Y,N,N,N
943,Free Month,N,N,N,N
944,10% off,N,N,N,N
945,Free Month,Y,N,N,N
946,10% off,N,N,N,N
947,Free Month,Y,N,N,N
948,10% off,N,N,N,N
949,Free Month,N,N,N,N
950,10% off,N,N,N,N
951,Free Month,Y,Y,N,N
952,10% off,N,N,N,N
953,Free Month,N,N,N,N
954,10% off,Y,Y,Y,Y
955,Free Month,N,N,N,N
956,10% off,Y,N,N,N
957,Free Month,N,N,N,N
958,10% off,N,N,N,N
959,Free Month,Y,N,N,N
960,10% off,N,N,N,N
961,Free Month,Y,Y,N,N
962,10% off,N,N,N,N
963,Free Month,N,N,N,N
964,10% off,Y,Y,Y,Y
965,Free Month,N,N,N,N
966,10% off,N,N,N,N
967,Free Month,N,N,N,N
968,10% off,Y,N,N,N
969,Free Month,N,N,N,N
970,10% off,Y,N,N,N
971,Free Month,N,N,N,N
972,10% off,N,N,N,N
973,Free Month,Y,Y,Y,Y
974,10% off,N,N,N,N
975,Free Month,N,N,N,N
976,10% off,Y,N,N,N
977,Free Month,N,N,N,N
978,10% off,Y,Y,Y,Y
979,Free Month,N,N,N,N
980,10% off,N,N,N,N
981,Free Month,Y,N,N,N
982,10% off,N,N,N,N
983,Free Month,N,N,N,N
984,10% off,N,N,N,N
985,Free Month,N,N,N,N
986,10% off,N,N,N,N
987,Free Month,Y,N,N,N
988,10% off,N,N,N,N
989,Free Month,N,N,N,N
990,10% off,N,N,N,N
991,Free Month,N,N,N,N
992,10% off,N,N,N,N
993,Free Month,N,N,N,N
994,10% off,Y,N,N,N
995,Free Month,N,N,N,N
996,10% off,N,N,N,N
997,Free Month,Y,N,N,N
998,10% off,Y,N,N,N
999,Free Month,N,N,N,N
1000,10% off,N,N,N,N
1001,Free Month,Y,N,N,N
1002,10% off,N,N,N,N
1003,Free Month,Y,Y,N,N
1004,10% off,Y,N,N,N
1005,Free Month,N,N,N,N
1006,10% off,Y,Y,Y,Y
1007,Free Month,N,N,N,N
1008,10% off,N,N,N,N
1009,Free Month,Y,N,N,N
1010,10% off,N,N,N,N
1011,Free Month,N,N,N,N
1012,10% off,N,N,N,N
1013,Free Month,N,N,N,N
1014,10% off,N,N,N,N
1015,Free Month,N,N,N,N
1016,10% off,N,N,N,N
1017,Free Month,Y,Y,Y,Y
1018,10% off,N,N,N,N
1019,Free Month,Y,N,N,N
1020,10% off,N,N,N,N
1021,Free Month,Y,N,N,N
1022,10% off,N,N,N,N
1023,Free Month,N,N,N,N
1024,10% off,N,N,N,N
1025,Free Month,N,N,N,N
1026,10% off,N,N,N,N
1027,Free Month,N,N,N,N
1028,10% off,N,N,N,N
1029,Free Month,N,N,N,N
1030,10% off,N,N,N,N
1031,Free Month,N,N,N,N
1032,10% off,Y,N,N,N
1033,Free Month,Y,N,N,N
1034,10% off,N,N,N,N
1035,Free Month,Y,Y,Y,N
1036,10% off,Y,N,N,N
1037,Free Month,N,N,N,N
1038,10% off,N,N,N,N
1039,Free Month,N,N,N,N
1040,10% off,N,N,N,N
1041,Free Month,N,N,N,N
1042,10% off,N,N,N,N
1043,Free Month,N,N,N,N
1044,10% off,Y,N,N,N
1045,Free Month,N,N,N,N
1046,10% off,N,N,N,N
1047,Free Month,N,N,N,N
1048,10% off,N,N,N,N
1049,Free Month,N,N,N,N
1050,10% off,N,N,N,N
1051,Free Month,Y,N,N,N
1052,10% off,N,N,N,N
1053,Free Month,N,N,N,N
1054,10% off,N,N,N,N
1055,Free Month,N,N,N,N
1056,10% off,N,N,N,N
1057,Free Month,N,N,N,N
1058,10% off,Y,N,N,N
1059,Free Month,Y,Y,Y,Y
1060,10% off,Y,N,N,N
1061,Free Month,N,N,N,N
1062,10% off,N,N,N,N
1063,Free Month,Y,N,N,N
1064,10% off,N,N,N,N
1065,Free Month,N,N,N,N
1066,10% off,N,N,N,N
1067,Free Month,N,N,N,N
1068,10% off,N,N,N,N
1069,Free Month,Y,N,N,N
1070,10% off,N,N,N,N
1071,Free Month,Y,Y,Y,N
1072,10% off,Y,N,N,N
1073,Free Month,N,N,N,N
1074,10% off,N,N,N,N
1075,Free Month,N,N,N,N
1076,10% off,N,N,N,N
1077,Free Month,N,N,N,N
1078,10% off,N,N,N,N
1079,Free Month,Y,N,N,N
1080,10% off,Y,N,N,N
1081,Free Month,N,N,N,N
1082,10% off,Y,N,N,N
1083,Free Month,N,N,N,N
1084,10% off,Y,N,N,N
1085,Free Month,Y,Y,N,N
1086,10% off,N,N,N,N
1087,Free Month,N,N,N,N
1088,10% off,N,N,N,N
1089,Free Month,Y,Y,N,N
1090,10% off,N,N,N,N
1091,Free Month,N,N,N,N
1092,10% off,N,N,N,N
1093,Free Month,N,N,N,N
1094,10% off,N,N,N,N
1095,Free Month,N,N,N,N
1096,10% off,N,N,N,N
1097,Free Month,Y,N,N,N
1098,10% off,Y,N,N,N
1099,Free Month,Y,Y,Y,Y
1100,10% off,N,N,N,N
1101,Free Month,N,N,N,N
1102,10% off,N,N,N,N
1103,Free Month,N,N,N,N
1104,10% off,N,N,N,N
1105,Free Month,Y,Y,Y,N
1106,10% off,Y,Y,Y,Y
1107,Free Month,N,N,N,N
1108,10% off,N,N,N,N
1109,Free Month,Y,Y,N,N
1110,10% off,Y,Y,Y,Y
1111,Free Month,Y,Y,Y,Y
1112,10% off,Y,N,N,N
1113,Free Month,N,N,N,N
1114,10% off,N,N,N,N
1115,Free Month,N,N,N,N
1116,10% off,N,N,N,N
1117,Free Month,Y,Y,Y,N
1118,10% off,Y,N,N,N
1119,Free Month,Y,N,N,N
1120,10% off,Y,Y,Y,Y
1121,Free Month,Y,Y,Y,Y
1122,10% off,N,N,N,N
1123,Free Month,N,N,N,N
1124,10% off,N,N,N,N
1125,Free Month,N,N,N,N
1126,10% off,N,N,N,N
1127,Free Month,Y,N,N,N
1128,10% off,N,N,N,N
1129,Free Month,N,N,N,N
1130,10% off,N,N,N,N
1131,Free Month,N,N,N,N
1132,10% off,N,N,N,N
1133,Free Month,Y,Y,N,N
1134,10% off,N,N,N,N
1135,Free Month,Y,N,N,N
1136,10% off,Y,N,N,N
1137,Free Month,N,N,N,N
1138,10% off,Y,Y,Y,Y
1139,Free Month,Y,Y,Y,N
1140,10% off,Y,Y,N,N
1141,Free Month,Y,Y,N,N
1142,10% off,N,N,N,N
1143,Free Month,N,N,N,N
1144,10% off,N,N,N,N
1145,Free Month,Y,Y,N,N
1146,10% off,N,N,N,N
1147,Free Month,N,N,N,N
1148,10% off,N,N,N,N
1149,Free Month,N,N,N,N
1150,10% off,Y,N,N,N
1151,Free Month,N,N,N,N
1152,10% off,N,N,N,N
1153,Free Month,N,N,N,N
1154,10% off,Y,Y,Y,Y
1155,Free Month,Y,N,N,N
1156,10% off,N,N,N,N
1157,Free Month,N,N,N,N
1158,10% off,N,N,N,N
1159,Free Month,N,N,N,N
1160,10% off,Y,Y,Y,Y
1161,Free Month,Y,N,N,N
1162,10% off,N,N,N,N
1163,Free Month,Y,Y,Y,Y
1164,10% off,N,N,N,N
1165,Free Month,N,N,N,N
1166,10% off,N,N,N,N
1167,Free Month,N,N,N,N
1168,10% off,Y,Y,Y,Y
1169,Free Month,Y,N,N,N
1170,10% off,N,N,N,N
1171,Free Month,Y,Y,Y,Y
1172,10% off,N,N,N,N
1173,Free Month,N,N,N,N
1174,10% off,Y,Y,N,N
1175,Free Month,N,N,N,N
1176,10% off,N,N,N,N
1177,Free Month,Y,N,N,N
1178,10% off,N,N,N,N
1179,Free Month,N,N,N,N
1180,10% off,N,N,N,N
1181,Free Month,Y,N,N,N
1182,10% off,N,N,N,N
1183,Free Month,N,N,N,N
1184,10% off,Y,Y,N,N
1185,Free Month,N,N,N,N
1186,10% off,N,N,N,N
1187,Free Month,N,N,N,N
1188,10% off,Y,N,N,N
1189,Free Month,Y,Y,Y,Y
1190,10% off,N,N,N,N
1191,Free Month,N,N,N,N
1192,10% off,N,N,N,N
1193,Free Month,Y,N,N,N
1194,10% off,N,N,N,N
1195,Free Month,N,N,N,N
1196,10% off,N,N,N,N
1197,Free Month,N,N,N,N
1198,10% off,N,N,N,N
1199,Free Month,Y,Y,Y,Y
1200,10% off,N,N,N,N
1201,Free Month,Y,N,N,N
1202,10% off,N,N,N,N
1203,Free Month,N,N,N,N
1204,10% off,Y,Y,Y,N
1205,Free Month,Y,Y,N,N
1206,10% off,Y,Y,N,N
1207,Free Month,Y,Y,N,N
1208,10% off,N,N,N,N
1209,Free Month,Y,N,N,N
1210,10% off,Y,N,N,N
1211,Free Month,Y,N,N,N
1212,10% off,Y,N,N,N
1213,Free Month,Y,Y,Y,Y
1214,10% off,Y,N,N,N
1215,Free Month,N,N,N,N
1216,10% off,N,N,N,N
1217,Free Month,N,N,N,N
1218,10% off,N,N,N,N
1219,Free Month,N,N,N,N
1220,10% off,N,N,N,N
1221,Free Month,Y,N,N,N
1222,10% off,Y,N,N,N
1223,Free Month,N,N,N,N
1224,10% off,Y,Y,Y,Y
1225,Free Month,N,N,N,N
1226,10% off,N,N,N,N
1227,Free Month,N,N,N,N
1228,10% off,N,N,N,N
1229,Free Month,N,N,N,N
1230,10% off,N,N,N,N
1231,Free Month,Y,Y,Y,Y
1232,10% off,N,N,N,N
1233,Free Month,N,N,N,N
1234,10% off,N,N,N,N
1235,Free Month,N,N,N,N
1236,10% off,N,N,N,N
1237,Free Month,N,N,N,N
1238,10% off,N,N,N,N
1239,Free Month,Y,N,N,N
1240,10% off,Y,N,N,N
1241,Free Month,N,N,N,N
1242,10% off,N,N,N,N
1243,Free Month,N,N,N,N
1244,10% off,N,N,N,N
1245,Free Month,Y,Y,Y,Y
1246,10% off,N,N,N,N
1247,Free Month,Y,N,N,N
1248,10% off,N,N,N,N
1249,Free Month,N,N,N,N
1250,10% off,N,N,N,N
1251,Free Month,N,N,N,N
1252,10% off,Y,Y,Y,Y
1253,Free Month,N,N,N,N
1254,10% off,N,N,N,N
1255,Free Month,N,N,N,N
1256,10% off,N,N,N,N
1257,Free Month,Y,Y,Y,Y
1258,10% off,Y,Y,Y,Y
1259,Free Month,Y,Y,N,N
1260,10% off,Y,N,N,N
1261,Free Month,N,N,N,N
1262,10% off,Y,N,N,N
1263,Free Month,Y,N,N,N
1264,10% off,N,N,N,N
1265,Free Month,N,N,N,N
1266,10% off,N,N,N,N
1267,Free Month,Y,N,N,N
1268,10% off,Y,N,N,N
1269,Free Month,Y,Y,Y,N
1270,10% off,N,N,N,N
1271,Free Month,N,N,N,N
1272,10% off,Y,N,N,N
1273,Free Month,N,N,N,N
1274,10% off,Y,Y,Y,Y
1275,Free Month,N,N,N,N
1276,10% off,Y,Y,Y,Y
1277,Free Month,Y,N,N,N
1278,10% off,Y,Y,Y,Y
1279,Free Month,N,N,N,N
1280,10% off,Y,N,N,N
1281,Free Month,Y,Y,N,N
1282,10% off,N,N,N,N
1283,Free Month,Y,N,N,N
1284,10% off,Y,N,N,N
1285,Free Month,N,N,N,N
1286,10% off,N,N,N,N
1287,Free Month,N,N,N,N
1288,10% off,Y,Y,Y,Y
1289,Free Month,N,N,N,N
1290,10% off,N,N,N,N
1291,Free Month,N,N,N,N
1292,10% off,N,N,N,N
1293,Free Month,Y,Y,Y,N
1294,10% off,N,N,N,N
1295,Free Month,Y,N,N,N
1296,10% off,N,N,N,N
1297,Free Month,Y,Y,N,N
1298,10% off,N,N,N,N
1299,Free Month,Y,Y,Y,Y
1300,10% off,N,N,N,N
1301,Free Month,Y,Y,Y,Y
1302,10% off,Y,N,N,N
1303,Free Month,Y,Y,Y,Y
1304,10% off,N,N,N,N
1305,Free Month,N,N,N,N
1306,10% off,Y,N,N,N
1307,Free Month,N,N,N,N
1308,10% off,N,N,N,N
1309,Free Month,N,N,N,N
1310,10% off,N,N,N,N
1311,Free Month,N,N,N,N
1312,10% off,N,N,N,N
1313,Free Month,N,N,N,N
1314,10% off,N,N,N,N
1315,Free Month,N,N,N,N
1316,10% off,N,N,N,N
1317,Free Month,N,N,N,N
1318,10% off,N,N,N,N
1319,Free Month,Y,N,N,N
1320,10% off,Y,Y,Y,Y
1321,Free Month,Y,N,N,N
1322,10% off,Y,N,N,N
1323,Free Month,N,N,N,N
1324,10% off,N,N,N,N
1325,Free Month,N,N,N,N
1326,10% off,N,N,N,N
1327,Free Month,N,N,N,N
1328,10% off,Y,Y,Y,Y
1329,Free Month,Y,Y,Y,N
1330,10% off,N,N,N,N
1331,Free Month,N,N,N,N
1332,10% off,N,N,N,N
1333,Free Month,Y,Y,N,N
1334,10% off,Y,Y,Y,Y
1335,Free Month,Y,N,N,N
1336,10% off,N,N,N,N
1337,Free Month,N,N,N,N
1338,10% off,N,N,N,N
1339,Free Month,Y,N,N,N
1340,10% off,Y,N,N,N
1341,Free Month,Y,N,N,N
1342,10% off,N,N,N,N
1343,Free Month,N,N,N,N
1344,10% off,N,N,N,N
1345,Free Month,N,N,N,N
1346,10% off,N,N,N,N
1347,Free Month,Y,Y,Y,Y
1348,10% off,N,N,N,N
1349,Free Month,N,N,N,N
1350,10% off,N,N,N,N
1351,Free Month,Y,N,N,N
1352,10% off,Y,Y,N,N
1353,Free Month,Y,Y,Y,N
1354,10% off,N,N,N,N
1355,Free Month,Y,Y,Y,N
1356,10% off,N,N,N,N
1357,Free Month,Y,N,N,N
1358,10% off,N,N,N,N
1359,Free Month,Y,Y,N,N
1360,10% off,N,N,N,N
1361,Free Month,N,N,N,N
1362,10% off,N,N,N,N
1363,Free Month,N,N,N,N
1364,10% off,N,N,N,N
1365,Free Month,Y,Y,Y,Y
1366,10% off,N,N,N,N
1367,Free Month,N,N,N,N
1368,10% off,N,N,N,N
1369,Free Month,N,N,N,N
1370,10% off,N,N,N,N
1371,Free Month,N,N,N,N
1372,10% off,N,N,N,N
1373,Free Month,N,N,N,N
1374,10% off,N,N,N,N
1375,Free Month,N,N,N,N
1376,10% off,N,N,N,N
1377,Free Month,N,N,N,N
1378,10% off,Y,Y,N,N
1379,Free Month,N,N,N,N
1380,10% off,N,N,N,N
1381,Free Month,N,N,N,N
1382,10% off,Y,Y,Y,Y
1383,Free Month,N,N,N,N
1384,10% off,Y,Y,Y,Y
1385,Free Month,Y,Y,Y,Y
1386,10% off,N,N,N,N
1387,Free Month,Y,Y,Y,Y
1388,10% off,Y,N,N,N
1389,Free Month,Y,Y,Y,Y
1390,10% off,N,N,N,N
1391,Free Month,Y,N,N,N
1392,10% off,N,N,N,N
1393,Free Month,N,N,N,N
1394,10% off,Y,Y,Y,Y
1395,Free Month,N,N,N,N
1396,10% off,Y,Y,Y,Y
1397,Free Month,N,N,N,N
1398,10% off,Y,Y,Y,Y
1399,Free Month,Y,Y,Y,Y
1400,10% off,N,N,N,N
1401,Free Month,N,N,N,N
1402,10% off,Y,N,N,N
1403,Free Month,N,N,N,N
1404,10% off,N,N,N,N
1405,Free Month,N,N,N,N
1406,10% off,N,N,N,N
1407,Free Month,N,N,N,N
1408,10% off,N,N,N,N
1409,Free Month,Y,N,N,N
1410,10% off,Y,N,N,N
1411,Free Month,Y,Y,Y,N
1412,10% off,Y,N,N,N
1413,Free Month,N,N,N,N
1414,10% off,N,N,N,N
1415,Free Month,N,N,N,N
1416,10% off,Y,Y,Y,Y
1417,Free Month,Y,N,N,N
1418,10% off,N,N,N,N
1419,Free Month,Y,N,N,N
1420,10% off,N,N,N,N
1421,Free Month,Y,N,N,N
1422,10% off,Y,Y,Y,Y
1423,Free Month,N,N,N,N
1424,10% off,N,N,N,N
1425,Free Month,Y,N,N,N
1426,10% off,N,N,N,N
1427,Free Month,N,N,N,N
1428,10% off,Y,Y,Y,Y
1429,Free Month,N,N,N,N
1430,10% off,N,N,N,N
1431,Free Month,Y,N,N,N
1432,10% off,Y,Y,Y,Y
1433,Free Month,N,N,N,N
1434,10% off,Y,N,N,N
1435,Free Month,N,N,N,N
1436,10% off,N,N,N,N
1437,Free Month,N,N,N,N
1438,10% off,Y,Y,N,N
1439,Free Month,Y,N,N,N
1440,10% off,Y,N,N,N
1441,Free Month,Y,Y,Y,N
1442,10% off,Y,N,N,N
1443,Free Month,Y,N,N,N
1444,10% off,N,N,N,N
1445,Free Month,Y,Y,Y,Y
1446,10% off,N,N,N,N
1447,Free Month,Y,N,N,N
1448,10% off,N,N,N,N
1449,Free Month,Y,N,N,N
1450,10% off,N,N,N,N
1451,Free Month,N,N,N,N
1452,10% off,Y,Y,Y,Y
1453,Free Month,N,N,N,N
1454,10% off,N,N,N,N
1455,Free Month,N,N,N,N
1456,10% off,Y,N,N,N
1457,Free Month,Y,N,N,N
1458,10% off,Y,Y,Y,Y
1459,Free Month,N,N,N,N
1460,10% off,N,N,N,N
1461,Free Month,Y,Y,N,N
1462,10% off,Y,Y,Y,Y
1463,Free Month,N,N,N,N
1464,10% off,Y,Y,Y,Y
1465,Free Month,N,N,N,N
1466,10% off,N,N,N,N
1467,Free Month,N,N,N,N
1468,10% off,N,N,N,N
1469,Free Month,N,N,N,N
1470,10% off,N,N,N,N
1471,Free Month,Y,Y,Y,Y
1472,10% off,Y,N,N,N
1473,Free Month,N,N,N,N
1474,10% off,Y,N,N,N
1475,Free Month,Y,N,N,N
1476,10% off,N,N,N,N
1477,Free Month,N,N,N,N
1478,10% off,Y,N,N,N
1479,Free Month,Y,N,N,N
1480,10% off,Y,N,N,N
1481,Free Month,N,N,N,N
1482,10% off,N,N,N,N
1483,Free Month,N,N,N,N
1484,10% off,N,N,N,N
1485,Free Month,Y,N,N,N
1486,10% off,Y,N,N,N
1487,Free Month,Y,N,N,N
1488,10% off,N,N,N,N
1489,Free Month,Y,Y,N,N
1490,10% off,N,N,N,N
1491,Free Month,N,N,N,N
1492,10% off,N,N,N,N
1493,Free Month,N,N,N,N
1494,10% off,N,N,N,N
1495,Free Month,Y,N,N,N
1496,10% off,N,N,N,N
1497,Free Month,N,N,N,N
1498,10% off,N,N,N,N
1499,Free Month,N,N,N,N
1500,10% off,N,N,N,N
1501,Free Month,N,N,N,N
1502,10% off,N,N,N,N
1503,Free Month,Y,N,N,N
1504,10% off,N,N,N,N
1505,Free Month,N,N,N,N
1506,10% off,Y,N,N,N
1507,Free Month,N,N,N,N
1508,10% off,N,N,N,N
1509,Free Month,Y,N,N,N
1510,10% off,Y,Y,Y,Y
1511,Free Month,N,N,N,N
1512,10% off,N,N,N,N
1513,Free Month,Y,Y,Y,Y
1514,10% off,Y,Y,Y,Y
1515,Free Month,Y,N,N,N
1516,10% off,N,N,N,N
1517,Free Month,N,N,N,N
1518,10% off,N,N,N,N
1519,Free Month,N,N,N,N
1520,10% off,N,N,N,N
1521,Free Month,N,N,N,N
1522,10% off,N,N,N,N
1523,Free Month,Y,N,N,N
1524,10% off,N,N,N,N
1525,Free Month,Y,Y,N,N
1526,10% off,N,N,N,N
1527,Free Month,N,N,N,N
1528,10% off,N,N,N,N
1529,Free Month,N,N,N,N
1530,10% off,N,N,N,N
1531,Free Month,N,N,N,N
1532,10% off,Y,N,N,N
1533,Free Month,N,N,N,N
1534,10% off,N,N,N,N
1535,Free Month,Y,Y,Y,Y
1536,10% off,N,N,N,N
1537,Free Month,Y,N,N,N
1538,10% off,N,N,N,N
1539,Free Month,N,N,N,N
1540,10% off,N,N,N,N
1541,Free Month,Y,Y,Y,Y
1542,10% off,Y,N,N,N
1543,Free Month,N,N,N,N
1544,10% off,N,N,N,N
1545,Free Month,Y,N,N,N
1546,10% off,Y,N,N,N
1547,Free Month,Y,Y,N,N
1548,10% off,Y,Y,N,N
1549,Free Month,N,N,N,N
1550,10% off,N,N,N,N
1551,Free Month,N,N,N,N
1552,10% off,N,N,N,N
1553,Free Month,N,N,N,N
1554,10% off,N,N,N,N
1555,Free Month,Y,N,N,N
1556,10% off,N,N,N,N
1557,Free Month,N,N,N,N
1558,10% off,N,N,N,N
1559,Free Month,Y,Y,N,N
1560,10% off,N,N,N,N
1561,Free Month,N,N,N,N
1562,10% off,Y,N,N,N
1563,Free Month,Y,N,N,N
1564,10% off,N,N,N,N
1565,Free Month,N,N,N,N
1566,10% off,N,N,N,N
1567,Free Month,N,N,N,N
1568,10% off,N,N,N,N
1569,Free Month,Y,N,N,N
1570,10% off,N,N,N,N
1571,Free Month,N,N,N,N
1572,10% off,N,N,N,N
1573,Free Month,Y,N,N,N
1574,10% off,N,N,N,N
1575,Free Month,N,N,N,N
1576,10% off,Y,Y,Y,Y
1577,Free Month,Y,Y,N,N
1578,10% off,N,N,N,N
1579,Free Month,N,N,N,N
1580,10% off,N,N,N,N
1581,Free Month,N,N,N,N
1582,10% off,N,N,N,N
1583,Free Month,Y,Y,Y,Y
1584,10% off,N,N,N,N
1585,Free Month,N,N,N,N
1586,10% off,N,N,N,N
1587,Free Month,N,N,N,N
1588,10% off,N,N,N,N
1589,Free Month,N,N,N,N
1590,10% off,Y,N,N,N
1591,Free Month,N,N,N,N
1592,10% off,N,N,N,N
1593,Free Month,N,N,N,N
1594,10% off,N,N,N,N
1595,Free Month,N,N,N,N
1596,10% off,N,N,N,N
1597,Free Month,N,N,N,N
1598,10% off,N,N,N,N
1599,Free Month,N,N,N,N
1600,10% off,N,N,N,N
1601,Free Month,N,N,N,N
1602,10% off,Y,N,N,N
1603,Free Month,N,N,N,N
1604,10% off,N,N,N,N
1605,Free Month,Y,N,N,N
1606,10% off,Y,Y,Y,Y
1607,Free Month,N,N,N,N
1608,10% off,N,N,N,N
1609,Free Month,N,N,N,N
1610,10% off,N,N,N,N
1611,Free Month,N,N,N,N
1612,10% off,Y,N,N,N
1613,Free Month,N,N,N,N
1614,10% off,N,N,N,N
1615,Free Month,Y,N,N,N
1616,10% off,Y,Y,Y,Y
1617,Free Month,N,N,N,N
1618,10% off,Y,Y,Y,Y
1619,Free Month,N,N,N,N
1620,10% off,N,N,N,N
1621,Free Month,Y,Y,Y,Y
1622,10% off,N,N,N,N
1623,Free Month,Y,Y,Y,Y
1624,10% off,N,N,N,N
1625,Free Month,N,N,N,N
1626,10% off,N,N,N,N
1627,Free Month,Y,N,N,N
1628,10% off,N,N,N,N
1629,Free Month,Y,N,N,N
1630,10% off,Y,N,N,N
1631,Free Month,Y,N,N,N
1632,10% off,N,N,N,N
1633,Free Month,Y,N,N,N
1634,10% off,Y,Y,N,N
1635,Free Month,N,N,N,N
1636,10% off,Y,N,N,N
1637,Free Month,N,N,N,N
1638,10% off,N,N,N,N
1639,Free Month,N,N,N,N
1640,10% off,N,N,N,N
1641,Free Month,N,N,N,N
1642,10% off,N,N,N,N
1643,Free Month,Y,Y,N,N
1644,10% off,N,N,N,N
1645,Free Month,N,N,N,N
1646,10% off,Y,N,N,N
1647,Free Month,N,N,N,N
1648,10% off,Y,N,N,N
1649,Free Month,N,N,N,N
1650,10% off,N,N,N,N
1651,Free Month,Y,N,N,N
1652,10% off,N,N,N,N
1653,Free Month,N,N,N,N
1654,10% off,Y,N,N,N
1655,Free Month,N,N,N,N
1656,10% off,Y,Y,N,N
1657,Free Month,N,N,N,N
1658,10% off,N,N,N,N
1659,Free Month,N,N,N,N
1660,10% off,N,N,N,N
1661,Free Month,N,N,N,N
1662,10% off,Y,N,N,N
1663,Free Month,N,N,N,N
1664,10% off,N,N,N,N
1665,Free Month,N,N,N,N
1666,10% off,Y,Y,N,N
1667,Free Month,N,N,N,N
1668,10% off,Y,N,N,N
1669,Free Month,Y,Y,Y,Y
1670,10% off,N,N,N,N
1671,Free Month,N,N,N,N
1672,10% off,N,N,N,N
1673,Free Month,N,N,N,N
1674,10% off,N,N,N,N
1675,Free Month,N,N,N,N
1676,10% off,N,N,N,N
1677,Free Month,Y,N,N,N
1678,10% off,N,N,N,N
1679,Free Month,N,N,N,N
1680,10% off,Y,Y,N,N
1681,Free Month,N,N,N,N
1682,10% off,N,N,N,N
1683,Free Month,N,N,N,N
1684,10% off,N,N,N,N
1685,Free Month,N,N,N,N
1686,10% off,Y,Y,Y,Y
1687,Free Month,N,N,N,N
1688,10% off,Y,Y,Y,Y
1689,Free Month,N,N,N,N
1690,10% off,N,N,N,N
1691,Free Month,N,N,N,N
1692,10% off,N,N,N,N
1693,Free Month,N,N,N,N
1694,10% off,Y,N,N,N
1695,Free Month,Y,N,N,N
1696,10% off,N,N,N,N
1697,Free Month,Y,Y,Y,Y
1698,10% off,Y,Y,Y,Y
1699,Free Month,Y,N,N,N
1700,10% off,N,N,N,N
1701,Free Month,N,N,N,N
1702,10% off,Y,Y,N,N
1703,Free Month,N,N,N,N
1704,10% off,N,N,N,N
1705,Free Month,Y,N,N,N
1706,10% off,N,N,N,N
1707,Free Month,N,N,N,N
1708,10% off,N,N,N,N
1709,Free Month,Y,N,N,N
1710,10% off,N,N,N,N
1711,Free Month,N,N,N,N
1712,10% off,N,N,N,N
1713,Free Month,N,N,N,N
1714,10% off,N,N,N,N
1715,Free Month,N,N,N,N
1716,10% off,Y,N,N,N
1717,Free Month,Y,Y,Y,Y
1718,10% off,Y,N,N,N
1719,Free Month,Y,N,N,N
1720,10% off,Y,N,N,N
1721,Free Month,N,N,N,N
1722,10% off,N,N,N,N
1723,Free Month,N,N,N,N
1724,10% off,N,N,N,N
1725,Free Month,N,N,N,N
1726,10% off,N,N,N,N
1727,Free Month,N,N,N,N
1728,10% off,N,N,N,N
1729,Free Month,Y,N,N,N
1730,10% off,N,N,N,N
1731,Free Month,Y,Y,Y,N
1732,10% off,N,N,N,N
1733,Free Month,Y,N,N,N
1734,10% off,N,N,N,N
1735,Free Month,Y,Y,Y,Y
1736,10% off,Y,Y,Y,Y
1737,Free Month,Y,N,N,N
1738,10% off,N,N,N,N
1739,Free Month,Y,Y,N,N
1740,10% off,N,N,N,N
1741,Free Month,N,N,N,N
1742,10% off,N,N,N,N
1743,Free Month,Y,Y,Y,Y
1744,10% off,N,N,N,N
1745,Free Month,Y,Y,N,N
1746,10% off,N,N,N,N
1747,Free Month,N,N,N,N
1748,10% off,N,N,N,N
1749,Free Month,N,N,N,N
1750,10% off,N,N,N,N
1751,Free Month,N,N,N,N
1752,10% off,N,N,N,N
1753,Free Month,N,N,N,N
1754,10% off,Y,N,N,N
1755,Free Month,N,N,N,N
1756,10% off,N,N,N,N
1757,Free Month,N,N,N,N
1758,10% off,N,N,N,N
1759,Free Month,N,N,N,N
1760,10% off,Y,Y,Y,Y
1761,Free Month,Y,N,N,N
1762,10% off,N,N,N,N
1763,Free Month,N,N,N,N
1764,10% off,N,N,N,N
1765,Free Month,Y,Y,Y,N
1766,10% off,N,N,N,N
1767,Free Month,Y,Y,Y,Y
1768,10% off,N,N,N,N
1769,Free Month,Y,N,N,N
1770,10% off,N,N,N,N
1771,Free Month,N,N,N,N
1772,10% off,N,N,N,N
1773,Free Month,N,N,N,N
1774,10% off,N,N,N,N
1775,Free Month,N,N,N,N
1776,10% off,Y,Y,Y,Y
1777,Free Month,Y,N,N,N
1778,10% off,Y,N,N,N
1779,Free Month,Y,N,N,N
1780,10% off,N,N,N,N
