"bin","age","income"
"40-49",47,71360.3454143781
"50-59",58,58826.0071244743
"20-29",25,23372.8980827608
"70-79",74,63100.8295648421
"20-29",21,11938.0527986483
"70-79",72,28618.067511458
"20-29",28,95935.9914701713
"20-29",24,43763.0417106626
"60-69",63,46661.8301998021
"50-59",54,50397.559172331
"20-29",29,81581.2500662517
"20-29",23,32376.6075268808
"30-39",32,86165.9978115536
"30-39",33,119825.767743362
"10-19",18,51794.6992652516
"70-79",71,71113.9516017225
"20-29",25,63507.9988921024
"60-69",64,52331.293934287
"50-59",53,84129.0449057191
"40-49",43,67624.8719055893
"10-19",19,39762.9688802557
"50-59",53,50315.5579660185
"30-39",31,128513.310554733
"70-79",73,33360.3325166856
"20-29",24,19738.6660259352
"20-29",28,76867.207245414
"20-29",23,32717.1029876694
"40-49",49,63862.3964914194
"30-39",34,85775.0078156957
"80-",85,53184.8211037874
"30-39",34,73272.0865976113
"20-29",22,28943.5993457278
"30-39",35,119307.21396181
"20-29",25,103914.706810706
"20-29",28,93917.7566021924
"30-39",39,68196.8178231479
"10-19",18,16584.1774795488
"70-79",74,41202.8725211027
"40-49",47,75199.624435989
"50-59",54,57394.164337708
"20-29",26,103451.712068458
"50-59",55,91581.0943738183
"30-39",34,73800.2016515545
"40-49",45,114992.208549847
"70-79",72,49419.9721383124
"20-29",28,95161.2704145896
"20-29",21,27795.7914643352
"60-69",61,60325.3548237065
"30-39",38,82355.425418226
"20-29",23,32796.6713600097
"40-49",44,58440.5185540873
"50-59",53,85881.8979946155
"30-39",32,56139.850874202
"10-19",18,23381.9672046082
"20-29",22,28945.8216262712
"60-69",67,42263.1825161738
"70-79",74,61719.1196183629
"30-39",33,85536.2057236854
"30-39",36,43558.0959942607
"60-69",69,35308.9270593338
"20-29",28,16158.9850840166
"60-69",69,52799.4517837745
"50-59",57,123230.299766328
"40-49",41,76829.2691918435
"70-79",74,69196.1296185322
"20-29",26,69892.4690806873
"30-39",34,71689.6815738503
"20-29",20,22843.0270240713
"20-29",23,21627.2553003201
"50-59",59,57219.0240593311
"40-49",42,101687.728556465
"70-79",71,35171.2603989453
"40-49",47,53287.4482115163
"20-29",26,123056.046784246
"30-39",33,77716.2473281535
"20-29",23,45075.7871284932
"20-29",26,115759.362543033
"20-29",27,59406.6019290811
"30-39",38,90039.0303889348
"30-39",34,74925.5044205698
"30-39",30,98588.5174243176
"70-79",75,47702.7838145799
"20-29",24,32329.4886152919
"30-39",36,93925.5912693848
"30-39",36,118823.741019643
"40-49",48,69491.7762716098
"10-19",18,25316.0604313597
"30-39",32,100021.456344106
"40-49",45,84554.8722873405
"80-",85,25913.4112392536
"20-29",22,56004.7108200715
"50-59",55,66358.7296567285
"80-",82,56852.4485200966
"20-29",29,81566.4199215815
"80-",87,48954.0871881665
"40-49",46,87659.8819099536
"20-29",29,44515.8649518772
"40-49",41,44164.1865079193
"20-29",20,29823.0818142171
"40-49",43,121440.723844114
"10-19",18,26886.6297128244
"20-29",24,13077.21171136
"30-39",38,133178.215902946
"60-69",69,49132.9843544807
"20-29",23,50946.0277742183
"10-19",19,32703.77141567
"70-79",73,41221.9098489987
"20-29",26,97682.7327004905
"40-49",46,88478.5567121722
"20-29",29,73389.2711966865
"60-69",65,64752.541732986
"30-39",39,82202.1317760867
"10-19",19,25609.4002156263
"20-29",24,27244.9384674716
"70-79",71,66654.9671171055
"60-69",66,65580.1955355406
"50-59",57,75265.6042634888
"40-49",48,91845.5140143461
"20-29",21,28286.2721912246
"20-29",25,98669.0392354519
"20-29",20,33046.0478066326
"50-59",57,36756.2938530236
"20-29",20,27053.8842015064
"50-59",50,79412.2310787971
"30-39",33,94896.7698849141
"30-39",35,124259.303821587
"20-29",20,34371.7937031476
"20-29",22,48039.3414167059
"50-59",58,85463.6790568427
"20-29",26,69408.9476447567
"20-29",22,58714.2705902579
"50-59",55,78784.8901376717
"30-39",37,61003.0357560177
"30-39",38,100794.259455212
"20-29",20,37758.9506300562
"80-",86,44592.997437909
"20-29",29,67807.867324183
"20-29",22,34827.9206474566
"30-39",30,80637.348433739
"60-69",60,36834.4879991776
"20-29",24,47911.1840667132
"60-69",60,62016.0132421539
"40-49",44,88849.9783144155
"30-39",34,56033.3127777691
"40-49",43,104337.267707895
"70-79",72,77421.943303345
"30-39",31,88510.0694735896
"20-29",22,41855.8903706469
"70-79",71,29621.9760971238
"30-39",30,92293.7466180511
"20-29",20,39901.4641167406
"70-79",75,68542.2451463258
"60-69",60,92960.0861592513
"60-69",63,63576.5965089451
"40-49",44,121885.790364943
"30-39",31,138689.633964466
"30-39",34,64044.1335071743
"80-",86,39848.5728996905
"80-",81,38180.8011974874
"40-49",45,64126.6745128991
"30-39",33,114542.398761803
"30-39",30,96712.3429773439
"50-59",50,77600.6960614508
"30-39",33,61455.6461269156
"20-29",22,26516.4521887508
"80-",81,46905.2799534575
"60-69",67,50959.9287784854
"40-49",46,46957.5404745158
"20-29",29,80462.24367434
"20-29",28,117455.060250402
"20-29",20,46515.4929772899
"60-69",63,105479.619557532
"20-29",23,31796.1530348873
"30-39",37,49434.8300490033
"30-39",30,66197.4360734462
"30-39",37,135003.240460066
"30-39",39,62551.137248143
"20-29",28,68649.7966410725
"60-69",65,44797.5856818424
"70-79",79,68447.2389296896
"70-79",78,83773.5730554685
"40-49",43,81201.7940625494
"40-49",44,79806.8391772299
"20-29",27,64155.1045372754
"30-39",39,40354.6097353994
"60-69",65,64468.5923445091
"30-39",31,53002.8132911133
"40-49",40,81147.0105282097
"50-59",57,69769.486496359
"20-29",24,31292.2878170363
"50-59",54,43269.0798943167
"20-29",25,105668.700879281
"50-59",57,33826.8536969206
"50-59",51,97063.5279183346
"30-39",30,67992.3204162444
"60-69",68,16434.2947711224
"20-29",29,30752.5477517745
"40-49",48,60914.1699925424
"60-69",66,69779.6871022428
"30-39",39,81529.4880019544
"30-39",33,39596.9199610956
"60-69",69,18824.7707611075
"50-59",51,47939.9135265351
"60-69",64,40083.7075465825
"40-49",40,66348.7190212773
"60-69",64,29625.0533939359
"20-29",20,39626.6784964616
"50-59",57,69864.6959697967
"20-29",22,44555.3410903119
"50-59",55,101282.930535289
"60-69",68,50775.0290690053
"30-39",34,82980.7263902429
"50-59",56,75681.5715538246
"20-29",25,40916.4390334002
"30-39",30,105764.42787755
"50-59",55,93592.6086123686
"10-19",19,32085.8168814038
"20-29",29,76813.3123596258
"20-29",28,67612.2418632591
"50-59",55,69297.3018628951
"50-59",56,69249.7978653814
"30-39",36,77458.7436636521
"40-49",40,99757.8348663829
"30-39",39,121791.999672621
"40-49",47,54036.4617698704
"20-29",28,80516.3918102155
"30-39",35,80357.744661799
"50-59",53,52736.3587072448
"20-29",20,27396.9238933884
"30-39",36,42955.9843995494
"20-29",25,69100.0037433201
"20-29",23,35404.2959238881
"70-79",73,39957.7779371266
"70-79",76,30712.216491195
"70-79",79,60859.2250298104
"20-29",27,82780.4469073294
"60-69",62,78508.8918136924
"70-79",78,28897.092974915
"20-29",20,36066.3904065963
"20-29",27,82016.6862585332
"50-59",55,81301.3530467975
"30-39",31,92944.0040699211
"40-49",47,71654.4888724021
"40-49",44,59910.8076781209
"30-39",38,100592.414719473
"40-49",40,59198.6484116816
"20-29",23,43974.2318183472
"20-29",25,79918.7351493201
"30-39",32,70918.0745470636
"30-39",30,88362.0097056588
"40-49",40,83778.9852555946
"50-59",57,70692.3346659091
"30-39",35,32575.1276275733
"60-69",65,59494.2302306539
"40-49",41,94001.7669971712
"30-39",32,135460.739692479
"30-39",33,96687.2179705988
"50-59",53,58855.1839615543
"60-69",62,48210.356650419
"40-49",42,78000.8701458804
"20-29",20,38722.3305256435
"40-49",41,89626.1131444726
"30-39",38,55284.4512433136
"30-39",38,104959.999735344
"70-79",78,43243.2931096116
"40-49",48,65669.7933230569
"20-29",22,6493.91047213156
"70-79",70,44584.0558015574
"30-39",39,76448.0855783966
"20-29",21,24340.3217921598
"80-",84,73217.1020173581
"30-39",38,68647.8944086641
"80-",81,38825.4611383608
"20-29",29,74408.9980509398
"50-59",53,69398.8743055741
"20-29",26,106485.832510452
"50-59",57,82718.7050073884
"20-29",25,65212.6249347693
"30-39",36,114667.657412532
"40-49",49,64810.1422363312
"70-79",78,60851.4452610574
"80-",82,52101.5469193584
"20-29",25,96857.5941637831
"50-59",51,17718.3470840063
"60-69",69,60493.9985983822
"50-59",53,71667.5391026179
"30-39",34,87839.4810815359
"60-69",62,83229.1189331428
"30-39",35,100123.409515553
"30-39",33,110486.63772913
"40-49",46,46070.0393462574
"60-69",65,38787.9610239512
"20-29",26,54015.9697671527
"20-29",21,5267.65582799689
"60-69",61,65445.7210354118
"20-29",20,30985.2276557574
"30-39",31,63860.9021084502
"40-49",48,61039.8576954231
"50-59",51,54317.1569236128
"30-39",39,27817.5296370088
"50-59",54,46287.238623512
"30-39",39,27187.3342955125
"30-39",38,97769.8148558674
"50-59",52,76675.5970595675
"40-49",44,119663.806475903
"20-29",22,27928.7479792468
"60-69",61,87894.2069411067
"40-49",44,76056.5882784528
"30-39",38,108685.803763433
"20-29",28,81011.5534011932
"20-29",23,33980.2935582118
"50-59",56,104731.426775296
"20-29",28,17810.1315512625
"20-29",27,102172.64732794
"30-39",35,137169.066392112
"20-29",20,34211.4569508649
"20-29",23,47333.5444262556
"20-29",20,23725.7843599805
"30-39",35,50702.8873070547
"20-29",26,84364.7008837615
"30-39",33,28719.9736294537
"50-59",59,35972.9379169221
"30-39",35,97226.2176298312
"20-29",24,35784.7453845841
"60-69",69,31780.456247456
"80-",89,54331.2647601277
"30-39",31,106838.497843668
"40-49",48,92428.6014575897
"20-29",29,94749.7001471487
"50-59",51,85842.6003543843
"80-",85,39969.0806225935
"20-29",28,53777.9699417616
"40-49",45,75685.0432681174
"30-39",36,78648.6949098888
"20-29",20,22624.1526462107
"20-29",26,103538.495939652
"40-49",47,39283.0025799354
"20-29",20,48155.8312529512
"20-29",28,72372.7463465707
"20-29",21,30933.9921687588
"30-39",37,44550.8250530403
"50-59",59,57232.1723792183
"30-39",31,139805.465329164
"40-49",44,143767.41683599
"10-19",19,22823.8231136052
"20-29",20,31419.5990584319
"60-69",63,86149.540155008
"30-39",34,40858.5676046358
"30-39",39,110588.395069974
"30-39",33,57955.9792940394
"30-39",39,17744.1636821288
"70-79",76,17666.2482675263
"20-29",25,89994.4376387894
"30-39",39,36682.2835940627
"50-59",59,39214.7283186604
"30-39",38,47619.4325003016
"30-39",31,57981.5905827855
"50-59",52,72215.2450926145
"60-69",66,43500.8912703256
"60-69",63,69573.1304956329
"60-69",67,21734.5265595301
"30-39",37,40963.6493790591
"20-29",25,55413.7961281546
"60-69",64,60020.677428395
"30-39",39,58890.4383756088
"40-49",41,64323.3732946823
"60-69",60,57485.7755610853
"50-59",52,100963.243646949
"20-29",26,60583.9468024586
"30-39",33,79588.251454381
"20-29",20,33595.4003253339
"30-39",31,22897.1460278975
"50-59",57,56091.9663328343
"40-49",47,67933.7196238304
"50-59",59,70557.0023886955
"30-39",34,35155.3961210573
"10-19",18,13598.1217656764
"20-29",27,96869.8674311436
"30-39",34,44171.7513152478
"70-79",78,56729.5594754962
"30-39",35,80960.9487198226
"20-29",25,83215.1316562217
"50-59",53,66822.7074986927
"70-79",77,77336.0699141993
"60-69",66,60349.5432949317
"50-59",52,53976.4551512562
"40-49",43,92521.2961858436
"70-79",71,68586.6079890227
"20-29",26,61086.2525412237
"40-49",47,66615.7975543634
"60-69",60,76483.9649879646
"60-69",60,51055.904325175
"20-29",28,81207.1956601463
"60-69",64,87376.1237964493
"30-39",36,91170.703283753
"70-79",74,51687.7661152875
"40-49",40,41790.2221436034
"20-29",21,26900.5888755495
"50-59",59,71146.4791557684
"20-29",27,87036.8540988775
"40-49",48,63062.1081009445
"40-49",44,66343.7471018567
"10-19",19,23144.3894511572
"50-59",55,65569.3877439041
"40-49",41,73417.236110417
"20-29",23,21265.8049177135
"40-49",49,86475.454082333
"30-39",36,67643.3791589462
"30-39",38,92558.4581625539
"60-69",66,63693.9165400026
"40-49",48,65047.5418461762
"40-49",48,62310.3840537224
"40-49",41,84217.7539935362
"20-29",24,29241.9291040047
"30-39",39,108296.365759327
"20-29",25,104537.950429011
"40-49",40,79379.4623866398
"50-59",50,84692.8937517128
"30-39",34,32941.1184196834
"40-49",42,93508.8519411234
"20-29",27,125404.379408922
"20-29",27,49309.924956368
"20-29",26,38146.7443872741
"20-29",21,42382.928461534
"30-39",35,69477.1005945584
"10-19",19,26664.8659734789
"20-29",23,26693.9632317477
"70-79",72,58524.9570627482
"20-29",26,43763.7889344848
"40-49",47,84072.3477132416
"50-59",58,47664.8097495194
"70-79",78,39882.853862088
"50-59",50,26872.2739128463
"30-39",37,68073.1107042254
"50-59",50,68036.6207561101
"50-59",58,76897.9802595567
"20-29",21,37732.3902391851
"20-29",24,37200.1044367129
"60-69",62,62800.5054899163
"40-49",49,71421.4939011473
"30-39",35,42017.8520964211
"30-39",34,106287.62907127
"50-59",54,67034.5665854675
"30-39",30,71583.9804383447
"60-69",62,91479.6470787297
"20-29",22,57397.1152035164
"20-29",26,95096.3576931324
"20-29",26,125961.513675675
"40-49",45,69500.6963674103
"30-39",33,26074.1729513274
"20-29",27,120292.402063086
"40-49",45,88363.0802044623
"50-59",59,99182.8143636089
"20-29",23,29733.359195616
"50-59",52,103401.668589028
"40-49",45,64950.0779981083
"70-79",70,52189.6583176354
"60-69",61,15573.9819699649
"20-29",21,29255.3883453681
"30-39",34,89626.0455663521
"40-49",49,59724.3797045945
"30-39",32,67487.7886092362
"20-29",25,78025.4818994869
"30-39",37,67441.8784881613
"20-29",24,30752.3252224842
"30-39",30,48142.2721822003
"40-49",42,92012.1155780962
"20-29",27,99093.0490974066
"20-29",23,39841.2281357112
"60-69",65,60095.8371032695
"50-59",58,104647.239473961
"40-49",48,89338.8104131587
"30-39",32,92213.7507856048
"70-79",73,43561.0467294344
"20-29",28,61977.9774314305
"20-29",25,85748.105317003
"80-",81,65056.806063669
"80-",87,49790.4174476732
"30-39",33,128820.485354159
"50-59",53,36776.2015188624
"20-29",24,30246.9869852097
"60-69",65,55709.0783647012
"60-69",66,50804.6807476318
"20-29",28,89821.1153081142
"30-39",30,64408.6703950299
"50-59",55,90586.3502217366
"30-39",32,106477.025727334
"20-29",24,34100.529691
"30-39",35,76789.2972651025
"30-39",33,81076.9823002709
"20-29",27,102960.931686786
"30-39",35,78180.7210642803
"40-49",49,68574.8029039973
"50-59",50,57994.7244941589
"40-49",49,83852.1201287215
"20-29",20,26259.7766449118
"20-29",29,61835.1976053149
"20-29",24,19605.0689560069
"20-29",27,103487.868192245
"20-29",22,32198.7210287372
"20-29",25,112428.965026447
"40-49",41,58098.59450047
"60-69",67,53254.582266647
"30-39",33,135898.327517781
"40-49",49,22767.545991522
"40-49",46,44574.041570997
"30-39",30,65679.879660093
"70-79",75,51909.9877406998
"70-79",79,58061.6044886835
"30-39",34,87816.4129396177
"30-39",34,77547.9380828954
"70-79",76,54975.8868684098
"20-29",23,27556.356603603
"80-",84,60884.9906153668
"30-39",31,67002.4387962884
"30-39",36,107395.941273272
"20-29",22,39526.7166860444
"50-59",59,82066.5214275127
"80-",85,33576.0169792655
"20-29",23,23329.1947527324
"10-19",19,39172.7187197543
"50-59",50,84137.1128624305
"80-",86,65040.3263844347
"40-49",48,90817.0281813731
"20-29",29,106746.28959652
"30-39",30,103545.971566594
"60-69",68,62834.574583129
"10-19",18,43390.0737216245
"60-69",60,81988.1396137764
"40-49",45,51158.8277167893
"80-",85,65566.4724224915
"40-49",46,88422.4953693642
"40-49",45,95117.7344910618
"30-39",38,46048.9528924619
"20-29",26,119299.264480551
"60-69",60,92582.4967585602
"30-39",35,96661.4269752592
"30-39",33,58825.4073842713
"50-59",57,80025.3968715942
"80-",85,59481.5486060005
"20-29",20,39808.000139602
"50-59",58,64364.7478439351
"60-69",69,29958.8081388422
"60-69",64,37664.1578138387
"60-69",61,89896.1023027216
"20-29",24,31876.6352958504
"20-29",20,31274.0467945119
"20-29",28,63664.1875197762
"40-49",47,80401.477172086
"10-19",18,40588.598844471
"60-69",64,101834.163379637
"40-49",40,82926.0291740241
"40-49",48,105016.457543573
"60-69",62,32310.2973440178
"30-39",34,83819.4526317955
"20-29",26,88917.2967910514
"20-29",26,55349.2049503416
"20-29",21,31214.6101126652
"60-69",60,80334.7256508346
"20-29",21,26903.7276320292
"20-29",21,24060.9617807171
"20-29",20,37257.6215908922
"50-59",59,52269.046660534
"20-29",22,37765.1607708514
"20-29",29,84164.3337016151
"50-59",50,23372.6971366532
"30-39",38,112087.551425012
"40-49",40,57125.3779322796
"20-29",27,115112.672585516
"70-79",72,40148.7975607404
"40-49",42,66770.5781627844
"30-39",31,55058.8685462165
"30-39",39,112572.551742265
"40-49",49,67283.3928018132
"30-39",37,86099.038258456
"50-59",58,55044.3620742316
"20-29",25,80944.3161137487
"30-39",35,91768.1966825076
"40-49",42,83093.8520871458
"40-49",49,73861.0409241049
"50-59",56,87166.7972777424
"60-69",67,59602.505158559
"20-29",29,72890.1120164452
"20-29",23,13623.8566208011
"30-39",34,65884.3056073425
"30-39",38,69210.0767245476
"20-29",29,146590.316169362
"80-",84,34570.3898341119
"60-69",68,53100.3396414659
"50-59",58,83316.7895229083
"60-69",67,86288.4346800611
"20-29",22,22014.1876248868
"60-69",66,41244.4398407958
"20-29",24,15691.0778525925
"40-49",43,97258.8028933768
"40-49",41,85112.2959741904
"60-69",65,42005.5286032869
"40-49",43,48553.9280747855
"50-59",58,57825.8449418245
"30-39",30,88149.2115661397
"60-69",63,81318.0461354927
"20-29",20,28565.4583090403
"50-59",51,53748.9821436296
"30-39",34,46732.9646262611
"20-29",24,21304.6396649991
"50-59",55,78699.3314966629
"30-39",38,64007.8034445975
"60-69",63,77298.5070088274
"50-59",54,68026.2447601491
"70-79",72,18230.1771659956
"60-69",60,66285.7649299452
"30-39",34,56336.8551173312
"60-69",65,42492.2162377929
"20-29",29,99227.2468378837
"20-29",22,38458.7556151412
"80-",83,41014.693107842
"30-39",31,82981.6500314069
"50-59",55,67704.9772481709
"30-39",31,95974.9576387956
"60-69",67,42970.6020742317
"20-29",23,46329.5390963987
"30-39",36,65356.6105948224
"10-19",18,21034.3203986242
"30-39",35,89088.4042813426
"50-59",59,86810.1115177873
"30-39",39,67389.8745727254
"50-59",51,41148.9395224266
"50-59",53,88788.8961212047
"40-49",44,31037.5184524756
"30-39",32,115334.395694588
"40-49",43,96383.9921214279
"10-19",19,30713.0965467033
"60-69",63,57461.8133032642
"40-49",48,51259.1710216145
"40-49",41,104148.23206663
"60-69",63,63026.6495772743
"50-59",50,46981.7128211158
"30-39",35,83802.9880753301
"30-39",37,75163.0930303698
"20-29",24,38866.916708488
"70-79",78,44815.264406351
"30-39",34,77767.0965783638
"40-49",49,68414.6801173051
"20-29",27,134791.422881728
"40-49",46,57310.4696451604
"40-49",45,58059.5694350974
"70-79",73,32593.4381918889
"30-39",36,41121.2155950297
"10-19",18,34119.188816742
"10-19",18,27790.0287267758
"20-29",21,30809.0039035566
"20-29",25,58941.2417656108
"30-39",35,78094.2743522854
"70-79",78,25074.0146427453
"20-29",25,81100.0914469771
"30-39",38,88669.6830625193
"20-29",28,35662.1876042062
"20-29",25,100037.304360318
"20-29",26,118052.896676925
"60-69",62,60697.5015654721
"30-39",32,57635.2684257336
"30-39",38,97092.6151808623
"30-39",38,85109.6476250687
"70-79",74,55019.0691715644
"40-49",44,87695.7267256027
"60-69",69,51650.2125548919
"50-59",57,67456.8331579835
"30-39",32,68730.7925863812
"60-69",62,29490.3105122191
"20-29",21,49042.569235282
"60-69",61,105324.915742435
"20-29",28,81975.6590841916
"70-79",70,42867.133915393
"20-29",24,22082.8226979557
"20-29",29,118077.067767223
"20-29",20,16632.2175540927
"30-39",31,85137.0189173689
"40-49",44,88391.3793557132
"20-29",27,65142.0573555942
"70-79",79,61444.8233934088
"50-59",50,44814.6875621231
"30-39",32,135351.312186614
"50-59",59,56121.170943605
"60-69",66,50542.7368078342
"30-39",33,40590.1554580661
"30-39",32,66834.8440435715
"40-49",46,99789.4047306307
"10-19",18,15305.7356989485
"30-39",38,110837.16175203
"60-69",67,50029.3939671861
"50-59",57,69248.0272040295
"10-19",18,36581.5624978359
"20-29",28,40637.9615577743
"50-59",59,36596.8190184809
"10-19",19,39459.1661142764
"30-39",31,74249.4237571551
"20-29",25,69714.3936281667
"70-79",73,24475.7239441689
"40-49",47,48606.8331844251
"20-29",20,40449.9635526267
"40-49",45,110618.554052533
"20-29",21,32534.6831307451
"30-39",33,85871.1758646912
"50-59",51,40622.4979841882
"30-39",31,69469.2607089838
"20-29",26,91706.0271778292
"50-59",50,83289.175431493
"30-39",34,113864.374455823
"60-69",66,41466.9193431718
"20-29",28,92650.3828722992
"20-29",23,18784.2702449874
"20-29",24,46859.4729233626
"70-79",76,46265.7247096958
"40-49",43,90538.8834125126
"20-29",29,99236.7308786953
"40-49",42,78324.6250228081
"20-29",23,48994.5383816698
"50-59",56,53674.8749714879
"60-69",62,114369.432291835
"20-29",21,42465.8853443665
"30-39",37,103206.588948265
"60-69",62,68266.7367344184
"20-29",29,77962.2454771794
"40-49",41,89898.1556442473
"20-29",27,87225.0242747564
"60-69",63,102238.125815766
"20-29",20,24285.639190677
"40-49",41,39824.8055117494
"20-29",23,27645.5373029688
"60-69",66,11747.7949375648
"20-29",28,61268.215001156
"30-39",37,78352.7901340437
"30-39",33,71610.8159932945
"10-19",18,20969.5621629566
"30-39",33,89143.4663719146
"30-39",32,73004.9281446905
"20-29",29,61627.7823486616
"40-49",44,62703.5344092519
"40-49",41,96126.240799273
"80-",87,29518.3819082644
"20-29",25,102252.430313435
"20-29",23,25526.2369198405
"30-39",39,75629.5882387868
"20-29",29,89980.1062909768
"20-29",25,46280.0667737911
"30-39",30,78025.3887623567
"70-79",79,29117.6074193212
"80-",87,44772.3582179346
"30-39",33,94656.4120866759
"20-29",24,35195.2966737246
"50-59",51,41903.6569421745
"30-39",32,54746.985671355
"30-39",34,72095.764286368
"60-69",64,89423.5597039369
"20-29",26,54087.9762475237
"60-69",61,85818.7118950705
"20-29",21,18667.8758878644
"40-49",45,57562.3037912169
"20-29",27,97468.2357364513
"70-79",71,53127.1957567136
"30-39",34,86910.0763304739
"50-59",56,98452.1725076386
"20-29",29,98607.3939728737
"40-49",40,61930.7790833186
"60-69",62,76018.93676724
"80-",89,33534.4438364609
"20-29",24,20384.8449300395
"20-29",22,38760.5251246812
"20-29",24,28412.7189399875
"60-69",69,34689.4334676628
"40-49",49,59426.1651895164
"10-19",19,38887.564139168
"20-29",28,54138.7740896622
"40-49",47,101601.747111014
"20-29",28,75112.8826074838
"30-39",34,100405.231299093
"60-69",63,54028.0734210819
"60-69",69,65114.9438820033
"70-79",74,42422.1666179921
"30-39",32,87354.0651582835
"70-79",74,57277.5405341314
"40-49",47,80786.2103778288
"30-39",36,116801.560538467
"30-39",34,88126.2749112152
"40-49",42,16997.5661387344
"40-49",49,50267.0512967897
"20-29",28,84163.4308549861
"30-39",32,72794.1500327312
"60-69",63,65829.6360940877
"50-59",52,61614.1916856065
"20-29",24,20416.9761664119
"30-39",36,101985.976803593
"20-29",25,39377.949726848
"30-39",37,73976.1116794267
"30-39",39,63672.0792709092
"40-49",40,109654.557679977
"50-59",58,82751.2127096213
"20-29",26,39305.1817606424
"70-79",78,40120.900045835
"20-29",22,24768.1431617121
"20-29",28,62374.2266884052
"60-69",64,53607.148453612
"40-49",41,79077.2132397033
"80-",85,68587.5803746357
"70-79",73,29274.4401490388
"20-29",22,25448.3063417778
"20-29",21,23242.6513843888
"40-49",41,64260.3262131307
"30-39",31,75105.8869437294
"70-79",78,49580.1633340832
"40-49",48,109119.748311986
"10-19",19,43926.0894386215
"40-49",48,67570.3451880324
"30-39",37,69225.7336849055
"50-59",57,74946.3894570848
"60-69",60,113231.742985541
"50-59",52,72013.806878675
"60-69",67,71770.8023358202
"20-29",23,57940.3816192104
"50-59",51,57607.6355202086
"30-39",38,102525.05981445
"40-49",47,66334.2796437347
"30-39",35,93115.3054702996
"60-69",64,97277.945246784
"30-39",33,126225.656787962
"50-59",54,61914.2689616127
"20-29",24,44505.587476209
"70-79",71,55625.4342597673
"40-49",44,36366.6991897348
"20-29",26,63017.5415347566
"50-59",50,74188.2069670907
"20-29",24,55919.7415511419
"20-29",26,39030.8822939219
"40-49",44,98651.8289058823
"20-29",28,68338.237069957
"40-49",44,97937.7014763058
"80-",82,40219.4479330251
"30-39",38,97432.1518208551
"20-29",22,28084.3770914366
"50-59",51,98594.1277058061
"20-29",27,55719.4663398443
"10-19",18,43705.7134249358
"30-39",31,55096.2830958787
"20-29",29,67205.8163670378
"20-29",28,69519.2856668601
"20-29",25,104953.56062125
"80-",82,28828.3619248685
"20-29",28,37797.3061527576
"70-79",71,43195.2387205132
"50-59",54,72335.8274702457
"30-39",36,82914.3658182572
"30-39",31,103648.547573482
"70-79",77,41997.0607598474
"40-49",45,76023.2001763015
"60-69",69,53897.9199780383
"40-49",47,72099.6546381959
"30-39",37,51467.0249377829
"70-79",78,34379.4664391815
"20-29",24,35071.2554185831
"30-39",30,79431.7240202492
"50-59",54,84887.8834283762
"20-29",25,43993.1647369121
"40-49",43,111344.509086579
"30-39",39,77918.0564322965
"50-59",59,56210.4368204933
"60-69",61,90262.9320791536
"30-39",30,99075.4741599243
"30-39",38,133591.182600417
"30-39",31,88202.9538927843
"30-39",34,101795.845929049
"20-29",20,26723.9342336108
"30-39",30,136537.130999792
"70-79",73,50187.158077986
"20-29",22,40719.7805533801
"40-49",40,69019.2845564259
"10-19",18,26403.2532024945
"10-19",18,30858.4575017439
"50-59",50,70603.6940136268
"30-39",36,90867.8542529547
"50-59",55,32332.7717716859
"20-29",29,116632.772982449
"40-49",41,88209.6949694744
"20-29",25,115037.511892342
"30-39",35,70083.716800875
"20-29",28,56094.2211424369
"30-39",37,73492.1215277068
"30-39",34,102273.462055519
"20-29",28,83940.3916866304
"40-49",41,54002.6631080395
"30-39",38,94094.4495804464
"20-29",21,31022.5787843468
"50-59",59,53806.353607352
"20-29",21,28981.6530540938
"30-39",38,85135.0190828913
"10-19",18,34726.8267144142
"30-39",36,120064.289876347
"20-29",29,65050.1965802816
"70-79",75,45054.0965520077
"20-29",23,16595.5783614217
"10-19",18,30086.6910631216
"20-29",26,109405.945724297
"60-69",60,92160.8616660517
"50-59",51,51925.3225584602
"30-39",32,62947.2931281275
"30-39",32,100738.196912164
"20-29",23,41149.2753310576
"30-39",34,100571.264927183
"50-59",53,60835.7961328686
"50-59",53,45581.6476343712
"30-39",34,96533.2419537051
"60-69",60,15135.7638255266
"80-",82,21379.1063138636
"10-19",18,39796.9947570942
"20-29",20,39703.27550475
"50-59",55,40281.005193403
"10-19",19,30524.7882717179
"20-29",20,47443.1938849507
"30-39",32,67347.3752459244
"50-59",54,32957.268835753
"10-19",18,40766.1970957562
"30-39",31,129460.256147092
"30-39",32,89793.3790514394
"40-49",49,62756.6902515732
"30-39",36,101572.560379956
"50-59",59,40333.5272901368
"20-29",24,31493.8513691276
"50-59",50,74299.5396152294
"40-49",47,62835.8349205918
"20-29",29,83497.85946701
"80-",80,64709.4300604606
"50-59",52,74922.9770407788
"30-39",34,160609.598215706
"70-79",74,26495.3436225893
"30-39",34,74750.6716402096
"10-19",19,31557.0839018489
"20-29",24,36146.5772605393
"60-69",63,63469.1085313063
"20-29",28,117284.633355402
"50-59",50,45519.5837819502
"30-39",35,53634.1394423531
"30-39",37,104691.601108788
"50-59",59,65029.9753482117
"20-29",24,29246.1309195278
"30-39",38,233.633813542736
"40-49",42,82500.2808113836
"50-59",55,70830.3144250815
"40-49",49,97712.9093414057
